  -3.00000000         4.43184841E-03
  -2.99939990         4.43983311E-03
  -2.99879980         4.44783038E-03
  -2.99819970         4.45584161E-03
  -2.99759984         4.46386123E-03
  -2.99699974         4.47189948E-03
  -2.99639964         4.47994797E-03
  -2.99579954         4.48800856E-03
  -2.99519944         4.49608406E-03
  -2.99459934         4.50417120E-03
  -2.99399948         4.51226952E-03
  -2.99339938         4.52038413E-03
  -2.99279928         4.52851085E-03
  -2.99219918         4.53665014E-03
  -2.99159908         4.54480248E-03
  -2.99099898         4.55296878E-03
  -2.99039912         4.56114346E-03
  -2.98979902         4.56933537E-03
  -2.98919892         4.57753940E-03
  -2.98859882         4.58575832E-03
  -2.98799872         4.59398748E-03
  -2.98739862         4.60223155E-03
  -2.98679876         4.61048586E-03
  -2.98619866         4.61875694E-03
  -2.98559856         4.62704152E-03
  -2.98499846         4.63533774E-03
  -2.98439837         4.64364700E-03
  -2.98379827         4.65196930E-03
  -2.98319840         4.66030138E-03
  -2.98259830         4.66865115E-03
  -2.98199821         4.67701582E-03
  -2.98139811         4.68539074E-03
  -2.98079801         4.69378103E-03
  -2.98019791         4.70218388E-03
  -2.97959805         4.71059745E-03
  -2.97899795         4.71902592E-03
  -2.97839785         4.72746976E-03
  -2.97779775         4.73592617E-03
  -2.97719765         4.74439515E-03
  -2.97659755         4.75287717E-03
  -2.97599769         4.76136990E-03
  -2.97539759         4.76988032E-03
  -2.97479749         4.77840332E-03
  -2.97419739         4.78694215E-03
  -2.97359729         4.79549356E-03
  -2.97299719         4.80405521E-03
  -2.97239733         4.81263036E-03
  -2.97179723         4.82122088E-03
  -2.97119713         4.82982676E-03
  -2.97059703         4.83844522E-03
  -2.96999693         4.84707719E-03
  -2.96939683         4.85572172E-03
  -2.96879697         4.86437976E-03
  -2.96819687         4.87305084E-03
  -2.96759677         4.88174008E-03
  -2.96699667         4.89043957E-03
  -2.96639657         4.89915255E-03
  -2.96579647         4.90788091E-03
  -2.96519661         4.91662044E-03
  -2.96459651         4.92537534E-03
  -2.96399641         4.93414560E-03
  -2.96339631         4.94292891E-03
  -2.96279621         4.95172618E-03
  -2.96219611         4.96053649E-03
  -2.96159625         4.96935798E-03
  -2.96099615         4.97819670E-03
  -2.96039605         4.98704938E-03
  -2.95979595         4.99591557E-03
  -2.95919585         5.00479713E-03
  -2.95859575         5.01368986E-03
  -2.95799589         5.02259610E-03
  -2.95739579         5.03151817E-03
  -2.95679569         5.04045561E-03
  -2.95619559         5.04940469E-03
  -2.95559549         5.05836960E-03
  -2.95499539         5.06735034E-03
  -2.95439553         5.07633947E-03
  -2.95379543         5.08534489E-03
  -2.95319533         5.09436615E-03
  -2.95259523         5.10340324E-03
  -2.95199513         5.11245197E-03
  -2.95139503         5.12151606E-03
  -2.95079517         5.13058947E-03
  -2.95019507         5.13968151E-03
  -2.94959497         5.14878891E-03
  -2.94899487         5.15791075E-03
  -2.94839478         5.16704610E-03
  -2.94779468         5.17619494E-03
  -2.94719481         5.18535497E-03
  -2.94659472         5.19453129E-03
  -2.94599462         5.20372391E-03
  -2.94539452         5.21293050E-03
  -2.94479442         5.22215292E-03
  -2.94419432         5.23138745E-03
  -2.94359446         5.24063502E-03
  -2.94299436         5.24989888E-03
  -2.94239426         5.25917718E-03
  -2.94179416         5.26847178E-03
  -2.94119406         5.27778035E-03
  -2.94059396         5.28710242E-03
  -2.93999410         5.29643614E-03
  -2.93939400         5.30578615E-03
  -2.93879390         5.31515293E-03
  -2.93819380         5.32453367E-03
  -2.93759370         5.33393119E-03
  -2.93699360         5.34333987E-03
  -2.93639374         5.35276253E-03
  -2.93579364         5.36220195E-03
  -2.93519354         5.37165534E-03
  -2.93459344         5.38112596E-03
  -2.93399334         5.39060775E-03
  -2.93339324         5.40010817E-03
  -2.93279338         5.40961605E-03
  -2.93219328         5.41914534E-03
  -2.93159318         5.42868860E-03
  -2.93099308         5.43824676E-03
  -2.93039298         5.44781890E-03
  -2.92979288         5.45740733E-03
  -2.92919302         5.46700507E-03
  -2.92859292         5.47662284E-03
  -2.92799282         5.48625411E-03
  -2.92739272         5.49590262E-03
  -2.92679262         5.50556323E-03
  -2.92619252         5.51524060E-03
  -2.92559266         5.52492961E-03
  -2.92499256         5.53463865E-03
  -2.92439246         5.54435886E-03
  -2.92379236         5.55409631E-03
  -2.92319226         5.56385098E-03
  -2.92259216         5.57361776E-03
  -2.92199230         5.58339572E-03
  -2.92139220         5.59319369E-03
  -2.92079210         5.60300658E-03
  -2.92019200         5.61283669E-03
  -2.91959190         5.62267797E-03
  -2.91899180         5.63253742E-03
  -2.91839194         5.64240804E-03
  -2.91779184         5.65229915E-03
  -2.91719174         5.66220190E-03
  -2.91659164         5.67212189E-03
  -2.91599154         5.68205724E-03
  -2.91539145         5.69200935E-03
  -2.91479158         5.70197077E-03
  -2.91419148         5.71195222E-03
  -2.91359138         5.72194904E-03
  -2.91299129         5.73195983E-03
  -2.91239119         5.74198877E-03
  -2.91179109         5.75203216E-03
  -2.91119123         5.76208485E-03
  -2.91059113         5.77216083E-03
  -2.90999103         5.78224892E-03
  -2.90939093         5.79235470E-03
  -2.90879083         5.80247538E-03
  -2.90819073         5.81261376E-03
  -2.90759087         5.82276098E-03
  -2.90699077         5.83292916E-03
  -2.90639067         5.84311271E-03
  -2.90579057         5.85331023E-03
  -2.90519047         5.86352637E-03
  -2.90459037         5.87375462E-03
  -2.90399051         5.88399777E-03
  -2.90339041         5.89425862E-03
  -2.90279031         5.90453716E-03
  -2.90219021         5.91483107E-03
  -2.90159011         5.92514034E-03
  -2.90099001         5.93546499E-03
  -2.90039015         5.94580127E-03
  -2.89979005         5.95615897E-03
  -2.89918995         5.96653111E-03
  -2.89858985         5.97691908E-03
  -2.89798975         5.98732196E-03
  -2.89738965         5.99774346E-03
  -2.89678979         6.00817706E-03
  -2.89618969         6.01862883E-03
  -2.89558959         6.02909597E-03
  -2.89498949         6.03958080E-03
  -2.89438939         6.05008146E-03
  -2.89378929         6.06059749E-03
  -2.89318943         6.07112609E-03
  -2.89258933         6.08167564E-03
  -2.89198923         6.09224057E-03
  -2.89138913         6.10282086E-03
  -2.89078903         6.11342024E-03
  -2.89018893         6.12403126E-03
  -2.88958907         6.13465812E-03
  -2.88898897         6.14530360E-03
  -2.88838887         6.15596492E-03
  -2.88778877         6.16664393E-03
  -2.88718867         6.17733877E-03
  -2.88658857         6.18804945E-03
  -2.88598871         6.19877316E-03
  -2.88538861         6.20951783E-03
  -2.88478851         6.22027786E-03
  -2.88418841         6.23105420E-03
  -2.88358831         6.24184590E-03
  -2.88298821         6.25265669E-03
  -2.88238835         6.26347680E-03
  -2.88178825         6.27431879E-03
  -2.88118815         6.28517941E-03
  -2.88058805         6.29605306E-03
  -2.87998796         6.30694535E-03
  -2.87938786         6.31785393E-03
  -2.87878799         6.32877415E-03
  -2.87818789         6.33971766E-03
  -2.87758780         6.35067327E-03
  -2.87698770         6.36164797E-03
  -2.87638760         6.37264177E-03
  -2.87578750         6.38364861E-03
  -2.87518764         6.39467081E-03
  -2.87458754         6.40571211E-03
  -2.87398744         6.41677016E-03
  -2.87338734         6.42784638E-03
  -2.87278724         6.43893657E-03
  -2.87218714         6.45004539E-03
  -2.87158728         6.46116724E-03
  -2.87098718         6.47231145E-03
  -2.87038708         6.48346823E-03
  -2.86978698         6.49464410E-03
  -2.86918688         6.50584046E-03
  -2.86858678         6.51704893E-03
  -2.86798668         6.52827695E-03
  -2.86738682         6.53951475E-03
  -2.86678672         6.55077863E-03
  -2.86618662         6.56205509E-03
  -2.86558652         6.57335110E-03
  -2.86498642         6.58466341E-03
  -2.86438656         6.59598969E-03
  -2.86378646         6.60733413E-03
  -2.86318636         6.61869906E-03
  -2.86258626         6.63008029E-03
  -2.86198616         6.64147781E-03
  -2.86138606         6.65289164E-03
  -2.86078596         6.66432455E-03
  -2.86018610         6.67577097E-03
  -2.85958600         6.68723788E-03
  -2.85898590         6.69872062E-03
  -2.85838580         6.71022292E-03
  -2.85778570         6.72174245E-03
  -2.85718584         6.73327129E-03
  -2.85658574         6.74482714E-03
  -2.85598564         6.75639603E-03
  -2.85538554         6.76798448E-03
  -2.85478544         6.77959016E-03
  -2.85418534         6.79121492E-03
  -2.85358524         6.80285413E-03
  -2.85298538         6.81450916E-03
  -2.85238528         6.82618469E-03
  -2.85178518         6.83787651E-03
  -2.85118508         6.84958883E-03
  -2.85058498         6.86131790E-03
  -2.84998512         6.87305722E-03
  -2.84938502         6.88482309E-03
  -2.84878492         6.89660199E-03
  -2.84818482         6.90840231E-03
  -2.84758472         6.92021800E-03
  -2.84698462         6.93205185E-03
  -2.84638453         6.94390526E-03
  -2.84578466         6.95576891E-03
  -2.84518456         6.96765678E-03
  -2.84458447         6.97956467E-03
  -2.84398437         6.99148607E-03
  -2.84338427         7.00342748E-03
  -2.84278440         7.01538334E-03
  -2.84218431         7.02735968E-03
  -2.84158421         7.03935232E-03
  -2.84098411         7.05136545E-03
  -2.84038401         7.06339721E-03
  -2.83978391         7.07544480E-03
  -2.83918381         7.08751334E-03
  -2.83858395         7.09959120E-03
  -2.83798385         7.11169466E-03
  -2.83738375         7.12381443E-03
  -2.83678365         7.13595515E-03
  -2.83618355         7.14811264E-03
  -2.83558369         7.16028176E-03
  -2.83498359         7.17247417E-03
  -2.83438349         7.18468754E-03
  -2.83378339         7.19691440E-03
  -2.83318329         7.20916269E-03
  -2.83258319         7.22143194E-03
  -2.83198309         7.23371422E-03
  -2.83138323         7.24601140E-03
  -2.83078313         7.25833280E-03
  -2.83018303         7.27067096E-03
  -2.82958293         7.28303054E-03
  -2.82898283         7.29540456E-03
  -2.82838297         7.30779581E-03
  -2.82778287         7.32020801E-03
  -2.82718277         7.33264023E-03
  -2.82658267         7.34508922E-03
  -2.82598257         7.35755824E-03
  -2.82538247         7.37004401E-03
  -2.82478237         7.38254935E-03
  -2.82418251         7.39506772E-03
  -2.82358241         7.40761077E-03
  -2.82298231         7.42017152E-03
  -2.82238221         7.43275182E-03
  -2.82178211         7.44534936E-03
  -2.82118225         7.45796179E-03
  -2.82058215         7.47059751E-03
  -2.81998205         7.48325186E-03
  -2.81938195         7.49592483E-03
  -2.81878185         7.50861503E-03
  -2.81818175         7.52132805E-03
  -2.81758165         7.53405644E-03
  -2.81698179         7.54680019E-03
  -2.81638169         7.55956629E-03
  -2.81578159         7.57235195E-03
  -2.81518149         7.58515764E-03
  -2.81458139         7.59798102E-03
  -2.81398129         7.61082303E-03
  -2.81338143         7.62368087E-03
  -2.81278133         7.63656059E-03
  -2.81218123         7.64945988E-03
  -2.81158113         7.66238011E-03
  -2.81098104         7.67531712E-03
  -2.81038094         7.68827368E-03
  -2.80978107         7.70124374E-03
  -2.80918097         7.71424035E-03
  -2.80858088         7.72725372E-03
  -2.80798078         7.74028711E-03
  -2.80738068         7.75333913E-03
  -2.80678058         7.76641024E-03
  -2.80618072         7.77949765E-03
  -2.80558062         7.79260695E-03
  -2.80498052         7.80573674E-03
  -2.80438042         7.81888515E-03
  -2.80378032         7.83205312E-03
  -2.80318022         7.84523971E-03
  -2.80258036         7.85844401E-03
  -2.80198026         7.87166972E-03
  -2.80138016         7.88491499E-03
  -2.80078006         7.89817981E-03
  -2.80017996         7.91146513E-03
  -2.79957986         7.92476814E-03
  -2.79898000         7.93808699E-03
  -2.79837990         7.95142911E-03
  -2.79777980         7.96479266E-03
  -2.79717970         7.97817390E-03
  -2.79657960         7.99157657E-03
  -2.79597950         8.00499693E-03
  -2.79537964         8.01843312E-03
  -2.79477954         8.03189538E-03
  -2.79417944         8.04537442E-03
  -2.79357934         8.05887487E-03
  -2.79297924         8.07239488E-03
  -2.79237914         8.08593445E-03
  -2.79177928         8.09948891E-03
  -2.79117918         8.11306853E-03
  -2.79057908         8.12666770E-03
  -2.78997898         8.14028643E-03
  -2.78937888         8.15392565E-03
  -2.78877878         8.16758443E-03
  -2.78817892         8.18125810E-03
  -2.78757882         8.19495693E-03
  -2.78697872         8.20867438E-03
  -2.78637862         8.22241325E-03
  -2.78577852         8.23617354E-03
  -2.78517842         8.24995153E-03
  -2.78457856         8.26374535E-03
  -2.78397846         8.27756431E-03
  -2.78337836         8.29140283E-03
